id,name,address,city,state,zip,county,phone,email,website,pastor,masses,lat,lng,ParishName,Year,Rite,MailAddress,MailCity,MailZip,ChurchAddress,ChurchCity,ChurchZip,County2,ParishPhone,ParishEmail,ParishWeb,Pastor3,ParochialVicar,BusMgr,Deacon,DRE,MinisterService,CRE,ParCouncilPres,PastoralAssoc,YouthMin,MusicMin,Other,Masses4,Convent,ConventAddress,ConventZip,ConventPhone,ConfessionTimes,Latitude,Longitude
97,Immaculate Conception - North Lewisburg,Corner of Elm and Winder St.,North Lewisburg,Ohio,43060,Champaign,(937) 653-1375 ,stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,Sun. 10:30 a.m.,40.2278402,-83.5587159,Immaculate Conception - North Lewisburg,1869,,231 Washington Avenue,"Urbana, OH",43078-1728,Corner of Elm and Winder St.,North Lewisburg,43060,Champaign,(937) 653-1375; FAX (937) 653-1383,stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,Rev. Daniel Hunt,Amy Brinker,,,,,,,,Lynn DiLoreto,,Sun. 10:30 a.m.,,,,,"By appointment, (937) 653-1375",40.2278402,-83.5587159
98,Immaculate Heart of Mary - Anderson Township,7820 Beechmont Ave.,Cincinnati,Ohio,45255,Hamilton,(513) 388-4466,parish@ihom.org,http://www.ihom.org,Rev. Thomas W. Kreidler (513) 388-3030,"Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m., 1:30 p.m. (Spanish) 6 p.m.; Holyday 6:30, 8:15 a.m., noon, 7 p.m.; Daily: Mon-Wed-Fri noon; Tue-Thu-Sat 8:15 a.m.",39.0732753,-84.3402038,Immaculate Heart of Mary - Anderson Township,1944,,,,,7820 Beechmont Ave.,Cincinnati,45255,Hamilton,"(513) 388-4466, Fax: (513) 388-4097",parish@ihom.org,http://www.ihom.org,Rev. Thomas W. Kreidler (513) 388-3030,Rev. Anthony Tozzi,Joan Cardone,"Mike Cassani, Russ Feldkamp, Mark Johnson, Bill Mullaney, Dave Shea, Dave Shaffer",,,,,,,David Auxier,"Pastoral Assoc., Health Ministries: Mrs. Marisue Naber (513) 388-4184","Sat. 5 p.m.; Sun. 7:30, 9:30, 11:30 a.m., 1:30 p.m. (Spanish) 6 p.m.; Holyday 6:30, 8:15 a.m., noon, 7 p.m.; Daily: Mon-Wed-Fri noon; Tue-Thu-Sat 8:15 a.m.",,,,,Sat. 3:30-4:30 p.m.,39.0732753,-84.3402038
99,Incarnation - Centerville,55 Williamsburg Ln.,Centerville,Ohio,45459,Montgomery,(937) 433-1188,info@incarnation.catholic.org,http://www.incarnation-parish.com/,Rev. Lawrence Mierenfeld,"Church: Sat. 5:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon;Holyday 5:30 eve, 6:30, 8:30 a.m., 12:05, 7:30 p.m. Parish Center: Sunday: 9:30 & 11 a.m.",39.6378284,-84.1606811,Incarnation - Centerville,1950,,,,,55 Williamsburg Ln.,Centerville,45459,Montgomery,"(937) 433-1188, Fax: (937) 433-3263",info@incarnation.catholic.org,http://www.incarnation-parish.com/,Rev. Lawrence Mierenfeld,Rev. Brian Phelps,,Robert Zinck,,,Paula Weckesser (937) 433-3377,,"Tim Niesel, Marilyn Porcino (937) 433-11",Danny Dunn (937) 433-1188,Kevin Samblanet (937) 433-1188,,"Church: Sat. 5:30 p.m.; Sun. 7:30, 9, 10:30 a.m., noon;Holyday 5:30 eve, 6:30, 8:30 a.m., 12:05, 7:30 p.m. Parish Center: Sunday: 9:30 & 11 a.m.",,,,,Sat. 9-9:45 a.m.,39.6378284,-84.1606811
100,St. James of the Valley - Wyoming,411 Springfield Pike,Cincinnati,Ohio,45215,Hamilton,(513) 948-1218,bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator","Sat. 4:30 p.m.; Sun. 11 a.m.; Mon., Tues., Thurs., 8 a.m.; communion service Sat. 8 .m.",39.225768,-84.474163,St. James of the Valley - Wyoming,1887,,411 Springfield Pike,"Cincinnati, Ohio",45215,411 Springfield Pike,Cincinnati,45215,Hamilton,(513) 948-1218,bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator",Rev. Lambert Ulinzwenimana,Business Manager/ IT Manager: Clare Towle,,,,,,,David Nissen,Parish Life Coorindator/Music Minister: Terry Wenninger,Evangelization/Outreach: Deacon Walt Hucke; Building/Grounds: Chris Miller,"Sat. 4:30 p.m.; Sun. 11 a.m.; Mon., Tues., Thurs., 8 a.m.; communion service Sat. 8 .m.",,,,,Sat. 3:30 p.m. in the church,39.225768,-84.474163
102,St. James the Greater - White Oak,3565 Hubble Rd.,Cincinnati,Ohio,45247-6097,Hamilton,(513) 741-5300,info@stjameswhiteoak.com,http://www.stjameswhiteoak.com,Rev. Thomas C. Nolker,"Sat. 4:30 p.m.; Sun. 8, 10 a.m., noon; Holyday (see bulletin)",39.203899,-84.603067,St. James the Greater - White Oak,1843,,,,,3565 Hubble Rd.,Cincinnati,45247-6097,Hamilton,"(513) 741-5300, Fax: (513) 741-5302",info@stjameswhiteoak.com,http://www.stjameswhiteoak.com,Rev. Thomas C. Nolker,Rev. Bryan T. Reif,Amy Klosterman (513) 741-5320,Deacon Tim A. Crooker (513) 460-7013,Theresa Hayes (513) 741-5335,,,Ed Lanter,Deacon Tim A. Crooker (513) 460-7013,,Music Director: Zoltan Marczi (513) 741-5303,,"Sat. 4:30 p.m.; Sun. 8, 10 a.m., noon; Holyday (see bulletin)",,,,,Sat. 12:30-1:30 p.m,39.203899,-84.603067
103,St. Jerome - Cincinnati,131 Rohde St.,Cincinnati,Ohio,45228,Hamilton,(513) 231-7042,admin@st-jerome-cinci.org,http://www.st-jerome-cinci.org,Rev. Thomas King,Sat. 5 p.m.; Sun. 9:30 a.m.; Holyday 4 p.m. eve; 7:30 p.m.,39.066429,-84.426168,St. Jerome - Cincinnati,1863,,5858 Kellogg Ave.,Cincinnati,45228,131 Rohde St.,Cincinnati,45228,Hamilton,(513) 231-7042,admin@st-jerome-cinci.org,http://www.st-jerome-cinci.org,Rev. Thomas King,,,,,,,,Ron Kienzle,,,,Sat. 5 p.m.; Sun. 9:30 a.m.; Holyday 4 p.m. eve; 7:30 p.m.,,,,,,39.066429,-84.426168
104,St. John - Fryburg,Fryburg,Wapakoneta,Ohio,45895-8467,Auglaize,(419) 738-6043 ,sjfadm@bright.net,,Rev. Patrick Sloneker,"Sun. 8:30 a.m.; Weds. 8 a.m.; Holyday Vigil 7 p.m.; First Sat. in Jan., March, May, July, Sept. Nov. 8 a.m.",40.5150482,-84.1488354,St. John - Fryburg,1850,,11319 Van Buren St.,Wapakoneta,45895-8467,Fryburg,Wapakoneta,45895-8467,Auglaize,(419) 738-6043 Fax: (419) 738-4364,sjfadm@bright.net,,Rev. Patrick Sloneker,Rev. Sean Wilson,,,Denise Sheipline,,,Adam Ruppert (419) 738-6851,,,Louise Westbay (419) 738-8557,,"Sun. 8:30 a.m.; Weds. 8 a.m.; Holyday Vigil 7 p.m.; First Sat. in Jan., March, May, July, Sept. Nov. 8 a.m.",,,,,,40.5150482,-84.1488354
105,St. John the Evangelist - West Chester,9080 Cincinnati-Dayton Rd.,West Chester,Ohio,45069-3129,Butler,(513) 777-6433,info@stjohnwc.org,http://www.stjohnwc.org,Rev. Don West,"Sat. 5 p.m.; Sun. 8, 9:30, 11:30 a.m.; Holyday 7 p.m. Vigil Mass; noon and 7 p.m. on the holyday; M, W, Thu, 8:30 a.m.; Tues, 7 p.m.; Fri, communion service 8:30 a.m.",39.326409,-84.408499,St. John the Evangelist - West Chester,1880,,,,,9080 Cincinnati-Dayton Rd.,West Chester,45069-3129,Butler,"(513) 777-6433, Fax: (513) 777-9741",info@stjohnwc.org,http://www.stjohnwc.org,Rev. Don West,,Joan Ziegler Seibenick,,,,,Leslie Nelson,"Mary Montour, Deacon Jerry Barney, Scott Steinke, Angela Pugliano","Josh Plandowski, jplandowski@stjohnwc.org",Lynn Meisberger,,"Sat. 5 p.m.; Sun. 8, 9:30, 11:30 a.m.; Holyday 7 p.m. Vigil Mass; noon and 7 p.m. on the holyday; M, W, Thu, 8:30 a.m.; Tues, 7 p.m.; Fri, communion service 8:30 a.m.",,,,,Sat. 4 p.m. or by appointment,39.326409,-84.408499
106,St. John Fisher - Newtown,3227 Church St.,Cincinnati,Ohio,45244-3405,Hamilton,(513) 561-9431,,http://www.sjfchurch.org,Rev. Del Staigers,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday: Check with parish.",39.119487,-84.366634,St. John Fisher - Newtown,1947,,,,,3227 Church St.,Cincinnati,45244-3405,Hamilton,(513) 561-9431,,http://www.sjfchurch.org,Rev. Del Staigers,Rev. Richard Doseck,Jenifer Tiettmeyer,Deacon Tom Gaier,,,,Dan Kroeger,Jim Crosby,,Director: Mark Friedman; Assistant Director: Rebecca Willett,,"Sat. 4:30 p.m.; Sun. 9, 11 a.m.; Holyday: Check with parish.",,,,,Sat. 3-4 p.m. or by appointment,39.119487,-84.366634
107,St. John Neumann - Cincinnati,12191 Mill Rd.,Cincinnati,Ohio,45240-1199,Hamilton,(513) 742-0953,cfuerbacher@sjnews.org,http://www.sjnews.org,Rev. Kyle Schnippel,"Sat. 5 p.m.; Sun. 9, 11 a.m.; Holyday call for information",39.306021,-84.542855,St. John Neumann - Cincinnati,1978,,,,,12191 Mill Rd.,Cincinnati,45240-1199,Hamilton,"(513) 742-0953, Fax: (513) 742-5875",cfuerbacher@sjnews.org,http://www.sjnews.org,Rev. Kyle Schnippel,,Deacon Pat Palumbo,"John R. Gobbi, Pat Palumbo, Ron Risch",,,,Donna Abraham,Emily Branscum,,Steve Neiheisel,,"Sat. 5 p.m.; Sun. 9, 11 a.m.; Holyday call for information",,,,,Sat. 4 p.m.,39.306021,-84.542855
108,St. John the Baptist - Dry Ridge,5361 Dry Ridge Rd.,Cincinnati,Ohio,45252-1898,Hamilton,(513) 385-8010,stjohns@stjohnsdr.org,http://www.stjohnsdr.org/,Rev. Timothy S. Kallaher Email: tkallaher@stjohnsdr.org,"Sat. 4:30; Sun. 8:30, 11 a.m.; Holyday as announced",39.263939,-84.620213,St. John the Baptist - Dry Ridge,1860,,,,,5361 Dry Ridge Rd.,Cincinnati,45252-1898,Hamilton,"(513) 385-8010, Fax: (513) 385-8080",stjohns@stjohnsdr.org,http://www.stjohnsdr.org/,Rev. Timothy S. Kallaher Email: tkallaher@stjohnsdr.org,,"Terri Reder, Email: treder@stohnsdr.org",,,,,"John Stehlin, Email: stehlin55@yahoo.com","Deacon Ken Schnur, Email: kschnur@stjohnsdr.org",,Doug Schmutte (513) 385-8010 Email: dschmutte@stjohnsdr.org,,"Sat. 4:30; Sun. 8:30, 11 a.m.; Holyday as announced",,,,,Sat. 2:30 p.m.,39.263939,-84.620213
109,St. John the Baptist - Harrison,509 Harrison Avenue,Harrison,Ohio,45030,Hamilton,(513) 367-9086 ,parishoffice@stjb.net,http://www.stjb.net,Rev. Jeffrey M. Kemper,"Sat. 4p.m.; Sun. 7:30, 9, 11 a.m., 1 p.m., 7 p.m.; Holyday 7 eve; 7 a.m., noon, 7 p.m.",39.262293,-84.813477,St. John the Baptist - Harrison,1851,,"509 Harrison Ave., Harrison, OH 45030",Harrison,45030,509 Harrison Avenue,Harrison,45030,Hamilton,(513) 367-9086 Fax: (513) 367-0501,parishoffice@stjb.net,http://www.stjb.net,Rev. Jeffrey M. Kemper,,Mike Newton,Deacon Donald Meyer,(Elementary Division) Joy Gemperline,,,Don Kuntz (513) 738-2605,Office of Adult Ministry: Lynda Noel,& Director of Religious Education (Secondary Division) Eric Hollis,Music Director: Michael Johnson,,"Sat. 4p.m.; Sun. 7:30, 9, 11 a.m., 1 p.m., 7 p.m.; Holyday 7 eve; 7 a.m., noon, 7 p.m.",,,,,Tues. after 7:30 a.m. Mass until finished and 6:15-7 p.m.; Sat. 3-3:45,39.262293,-84.813477
110,St. John the Baptist - Maria Stein,8533 State Route 119,Maria Stein,Ohio,45860-9599,Mercer,(419) 925-4775,marioncathcom@gmail.com,http://www.marioncatholiccommunity.org,"Rev. Gene Schnipke, CPPS","Fri., 7:30 a.m.; Sat. 5 p.m.; Sun. 10:30 a.m. Holyday contact parish office",40.407855,-84.472727,St. John the Baptist - Maria Stein,1836,,7428 State Route 119,Maria Stein,45860,8533 State Route 119,Maria Stein,45860-9599,Mercer,(419) 925-4775,marioncathcom@gmail.com,http://www.marioncatholiccommunity.org,"Rev. Gene Schnipke, CPPS","Rev. Tom Brenberger, CPPS",Paul Gagel (419) 925-4475,Clif Perryman,Andrea Flaute,,,,,Chris Wibbenmeyer,Marian Heitbrink,,"Fri., 7:30 a.m.; Sat. 5 p.m.; Sun. 10:30 a.m. Holyday contact parish office",,,,,Sat. 4 p.m.,40.407855,-84.472727
111,St. John the Baptist - Tipp City,753 S. Hyatt St.,Tipp City,Ohio,45371,Miami,(937) 667-3419,sjbsecretary@woh.rr.com,http://www.stjohntippcity.org,Rev. R. Marc Sherlock Email: rmsherlock@woh.rr.com,"Sat. 5 p.m.; Sun. 8, 10:30 a.m; Holyday, see bulletin.",39.951185,-84.1762,St. John the Baptist - Tipp City,1858,,,Tipp City,45371,753 S. Hyatt St.,Tipp City,45371,Miami,"(937) 667-3419, Fax: (937) 667-9267",sjbsecretary@woh.rr.com,http://www.stjohntippcity.org,Rev. R. Marc Sherlock Email: rmsherlock@woh.rr.com,,Kathy L. Herzog (937) 667-3419 x 204,,Deacon Charles O. Wright (937) 667-3419 x 203,,Susan E. Sexton (937) 667-2629,"Matt Sinning, chairperson, (937) 510-1976",,Teri M. Iverson teriiverson@woh.rr.com,Joyce J. Kister (937) 916-5012,,"Sat. 5 p.m.; Sun. 8, 10:30 a.m; Holyday, see bulletin.",,,,,Sat. 4-4:30 p.m.,39.951185,-84.1762
112,St. John the Evangelist - Deer Park,7121 Plainfield Rd.,Cincinnati,Ohio,45236-3431,Hamilton,(513) 791-3238 ,LauraD@stjohndp.org,http://www.stjohndp.org,Rev. Timothy Bunch,"Sat. 5:30 p.m.; Sun. 9, 11 a.m. holy day: according to bulletin",39.1977847,-84.3999375,St. John the Evangelist - Deer Park,1891,,,,,7121 Plainfield Rd.,Cincinnati,45236-3431,Hamilton,(513) 791-3238 FAX: (513) 686-2720,LauraD@stjohndp.org,http://www.stjohndp.org,Rev. Timothy Bunch,Rev. Dale C. Peterka (In Residence),Neil Bailey,,,,,,Laura Davis,,,,"Sat. 5:30 p.m.; Sun. 9, 11 a.m. holy day: according to bulletin",,,,,Sat. 4-5 p.m.,39.1977847,-84.3999375
113,St. John the Evangelist - New Paris,400 N. Spring St.,New Paris,Ohio,45347,Preble,(937) 456-3380,,,"Rev. Matthew Amoako-Attah, C.S.Sp.",Sat. 7 p.m.; Sun. 9:30 a.m.; Holyday 6 p.m.,39.861735,-84.7893474,St. John the Evangelist - New Paris,1870,,407 E. Main St.,Eaton,45347,400 N. Spring St.,New Paris,45347,Preble,(937) 456-3380,,,"Rev. Matthew Amoako-Attah, C.S.Sp.",,,,,,,,,,,,Sat. 7 p.m.; Sun. 9:30 a.m.; Holyday 6 p.m.,,,,,,39.861735,-84.7893474
114,St. Joseph - Cincinnati,745 Ezzard Charles Dr.,Cincinnati,Ohio,45203,Hamilton,(513) 381-4526 ,stjosephchurch@fuse.net,http://www.saintjosephchurchandschool.com,Rev. Reynaldo S. Taylor,"Sun. 9, 11 a.m.; Holyday as announced",39.1092354,-84.5270394,St. Joseph - Cincinnati,1846,,,,,745 Ezzard Charles Dr.,Cincinnati,45203,Hamilton,(513) 381-4526 Fax: (513) 381-5244,stjosephchurch@fuse.net,http://www.saintjosephchurchandschool.com,Rev. Reynaldo S. Taylor,"Pastoral Staff: Wylie Howell, Denzeal Smith and Sr. Rachel Richards",,Dennis Edwards,RCIA Coord.: Denzeal Smith,Jack McWilliams,,Jack McWilliams,,,Wylie Howell,,"Sun. 9, 11 a.m.; Holyday as announced",,,,,By appointment 513-381-4526,39.1092354,-84.5270394
116,St. Joseph - Dayton,411 E Second St.,Dayton,Ohio,45402,Montgomery,(937) 228-9272 ,stjosephday@sbcglobal.net,http://www.stjosephdayton.org,"Rev. Angelo Anthony, C.PP.S","Sat. noon, 4:30 p.m.; Sun. 10:00 a.m.; Holyday noon; Daily noon",39.762497,-84.184802,St. Joseph - Dayton,1847,,,,,411 E Second St.,Dayton,45402,Montgomery,(937) 228-9272 Fax: (937) 228-6144,stjosephday@sbcglobal.net,http://www.stjosephdayton.org,"Rev. Angelo Anthony, C.PP.S",,Rita Zimmerman,,,,,Beth Anderson,,,,,"Sat. noon, 4:30 p.m.; Sun. 10:00 a.m.; Holyday noon; Daily noon",,,,,Mon.-Sat. 11:30-11:55 p.m.; Sat. 4-4:30 p.m.,39.762497,-84.184802
117,St. Joseph - Egypt,02441 SR 364,Minster,Ohio,45865,Auglaize,(419) 628-2614,info@staugie.com,http://www.staugie.com/,"Rev. Richard Nieberding, CPPS",Sun. 8:45 a.m.,40.3847002,-84.4340297,St. Joseph - Egypt,1852,,POBox 93,Minster,45865,02441 SR 364,Minster,45865,Auglaize,(419) 628-2614,info@staugie.com,http://www.staugie.com/,"Rev. Richard Nieberding, CPPS",,Dan and Sue Wehrman (419) 628-4081,,,,,,,,"Sr. Regina Albers, CPPS",,Sun. 8:45 a.m.,,,,,,40.3847002,-84.4340297
118,St. Joseph - Hamilton,Second & Washington Sts.,Hamilton,Ohio,45011,Butler,(513) 863-1424 ,jhaubner@sjcshamilton.org,,Rev. Robert Muhlenkamp,"Sat. 5:15 p.m.; Sun. 10:30 a.m., holy day 5:15 p. m. eve; 8 a.m., 12:10 p.m.",39.3912336,-84.5649352,St. Joseph - Hamilton,1867,,171 Washington St.,Hamilton,45011,Second & Washington Sts.,Hamilton,45011,Butler,(513) 863-1424 Fax: (513) 863-1451,jhaubner@sjcshamilton.org,,Rev. Robert Muhlenkamp,,,,,,,,,,,,"Sat. 5:15 p.m.; Sun. 10:30 a.m., holy day 5:15 p. m. eve; 8 a.m., 12:10 p.m.",,,,,,39.3912336,-84.5649352
119,St. Joseph - North Bend,25 E. Harrison Ave.,North Bend,Ohio,45052,Hamilton,(513) 941-3661 ,stjoseph@stjosephnorthbend.com,http://www.stjosephnorthbend.com,Rev. Andrew Umberg frandrewumberg@stjosephnorthbend.com,"Sat. 4:30 p.m.; Sun. 8:30, 11 a.m.; Holyday 8 a.m., 7 p.m.",39.152636,-84.745644,St. Joseph - North Bend,1860,,P.O. Box 219,North Bend,45052,25 E. Harrison Ave.,North Bend,45052,Hamilton,(513) 941-3661 Fax: (513) 941-8559,stjoseph@stjosephnorthbend.com,http://www.stjosephnorthbend.com,Rev. Andrew Umberg frandrewumberg@stjosephnorthbend.com,,Karen Thorpe karenthorpe@stjosephnorthbend.com,,,,,David Mayhaus,Deacon Ed Reising edreising@stjosephnorthbend.com,,Mia Williams (513) 941-3661,,"Sat. 4:30 p.m.; Sun. 8:30, 11 a.m.; Holyday 8 a.m., 7 p.m.",,,,,Sat. 3:45 p.m.,39.152636,-84.745644
120,St. Joseph - St. Joseph,St. Joseph & Sawmill Rds.,Ft Recovery,Ohio,45846,Mercer,(419) 375-4153 ,,maryhelpccc@bright.net,Rev. Ned Brown,"Sat. 7:30 p.m. or Sun. 10 a.m. (alternating weeks) The cluster website with an updated listing of Mass times forthe parishes of St. Joseph, St. Peter, St. Paul & Mary Help ofChristians in Fort Recovery is fortrecoverycatholicparishes.com",40.4128241,-84.7763511,St. Joseph - St. Joseph,1839,,403 Sharpsburg Rd.,Ft Recovery,45846,St. Joseph & Sawmill Rds.,Ft Recovery,45846,Mercer,(419) 375-4153 Fax: (513) 375-4154,,maryhelpccc@bright.net,Rev. Ned Brown,Rev. Matthew Feist,Dorothy Litmer (419) 375-4823,,,,"Lisa Roessner (419) 375-2205, Ginny Fort","Robert Fullenkamp, Jr.",,,,Parish Manager: Gary Steinbrunner 375-2502,"Sat. 7:30 p.m. or Sun. 10 a.m. (alternating weeks) The cluster website with an updated listing of Mass times forthe parishes of St. Joseph, St. Peter, St. Paul & Mary Help ofChristians in Fort Recovery is fortrecoverycatholicparishes.com",,,,,,40.4128241,-84.7763511
121,St. Joseph - Springfield,801 Kenton St.,Springfield,Ohio,45505-2126,Clark,(937) 323-7523,swhitacre@catholicweb.com,http://www.josephraphael.org,Rev. William Kramer,"Sun. 8, 10:30 a.m.; Holyday 6:30 p.m.",39.9162371,-83.7977674,St. Joseph - Springfield,1883,,225 East High Street,Springfield,45505-2126,801 Kenton St.,Springfield,45505-2126,Clark,"(937) 323-7523, Fax: (937) 324-1512",swhitacre@catholicweb.com,http://www.josephraphael.org,Rev. William Kramer,,Brianna Beedy,,,,,,"Deacon Norm Horstman, Patricia Larger, Lisa Lenard",,,,"Sun. 8, 10:30 a.m.; Holyday 6:30 p.m.",,,,,Sat. 3:30-4 p.m. at St. Raphael Church or by appointment,39.9162371,-83.7977674
122,St. Joseph - Wapakoneta,101 W. Pearl St.,Wapakoneta,Ohio,45895,Auglaize,(419) 738-2115,stjoe@bright.net,http://www.stjoewapak.org,Rev. Patrick Sloneker,"Sat. 4:30 p.m.; Sun. 7:30, 11 a.m.; Holyday, 6:45 a.m., 7 p.m.",40.567639,-84.195911,St. Joseph - Wapakoneta,1839,,309 S. Perry St.,Wapakoneta,45895,101 W. Pearl St.,Wapakoneta,45895,Auglaize,"(419) 738-2115, Fax: (419) 738-4525",stjoe@bright.net,http://www.stjoewapak.org,Rev. Patrick Sloneker,Rev. Sean Wilson,,,Denise Sheipline,,,,,,"Adam Fahncke, stjoeaf@bright.net",,"Sat. 4:30 p.m.; Sun. 7:30, 11 a.m.; Holyday, 6:45 a.m., 7 p.m.",,,,,Sat. 3:30-4 p.m.,40.567639,-84.195911
123,St. Jude - Bridgetown,5924 Bridgetown Rd.,Cincinnati,Ohio,45248-3108,Hamilton,(513) 574-1230,trish.popov@thestjudebridgetown.org,http://www.stjudebridgetown.org,Rev. Michael Hay,"Sat. 4:30 p.m.; Sun. 8:30, 11 a.m.; Mon., Wed., Thurs., Fri., Sat. 8:30 a.m.; Tuesday, 8:30 a.m. communion service",39.1597439,-84.6432733,St. Jude - Bridgetown,1956,,,,,5924 Bridgetown Rd.,Cincinnati,45248-3108,Hamilton,"(513) 574-1230, Fax: (513) 598-2109",trish.popov@thestjudebridgetown.org,http://www.stjudebridgetown.org,Rev. Michael Hay,"Rev. James C. Ackerman, S.J.",Ken Schultz (513) 598-2103,,,,,,,Cindy Weidner,Greg Williams (513) 574-1230,,"Sat. 4:30 p.m.; Sun. 8:30, 11 a.m.; Mon., Wed., Thurs., Fri., Sat. 8:30 a.m.; Tuesday, 8:30 a.m. communion service",,,,,Sat. 3-4 p.m. any time by request,39.1597439,-84.6432733
124,St. Julie Billiart - Hamilton,224 Dayton St.,Hamilton,Ohio,45011-1634,Butler,(513) 863-1040,sjbparish@stjulie.net,http://www.stjulie.net,Rev. Robert Muhlenkamp,"Sat. 4 p.m.; Sun. 9:15 (English), 11:45 a.m. (Spanish); Holy Day 12 noon; Spanish at 7 p.m.",39.401976,-84.56021,St. Julie Billiart - Hamilton,1989,,,,,224 Dayton St.,Hamilton,45011-1634,Butler,"(513) 863-1040, Fax: (513) 863-1132",sjbparish@stjulie.net,http://www.stjulie.net,Rev. Robert Muhlenkamp,,Betty Meiner (513) 863-1040 x11,"William R. Renneker, Thomas M. Strodtbeck",,,Mrs. Mary Pat Austing,,,,Jonathan Alexander,,"Sat. 4 p.m.; Sun. 9:15 (English), 11:45 a.m. (Spanish); Holy Day 12 noon; Spanish at 7 p.m.",,,,,Sat. 2:30-3:30 p.m.,39.401976,-84.56021
125,St. Lawrence - Cincinnati,3680 Warsaw Ave.,Cincinnati,Ohio,45205-1759,Hamilton,(513) 921-0328 ,,http://www.stlawrenceparish.org,Rev. Mark T. Watkins,"Sat. 4:30 p.m.; Sun. 9, 11 a.m., 7 p.m.; Holyday 3 eve; 8, 11 a.m., 7 p.m.",39.112273,-84.572648,St. Lawrence - Cincinnati,1868,,,,,3680 Warsaw Ave.,Cincinnati,45205-1759,Hamilton,(513) 921-0328 Fax: (513) 921-5108,,http://www.stlawrenceparish.org,Rev. Mark T. Watkins,,,,,,,,"Sr. Helen Julia Hahn, SC (513) 244-7376",,Jerry Schaedle,,"Sat. 4:30 p.m.; Sun. 9, 11 a.m., 7 p.m.; Holyday 3 eve; 8, 11 a.m., 7 p.m.",,,,,,39.112273,-84.572648
126,St. Lawrence - Rhine,16053 Botkins Rd.,Botkins,Ohio,45306,Shelby,(937) 693-2561,iccstlc@bright.net,,Rev. Patrick Sloneker,Sun. 9:15 a.m.; Holyday 7:30 eve,40.4682323,-84.1256804,St. Lawrence - Rhine,1856,,PO Box 519,Botkins,45306,16053 Botkins Rd.,Botkins,45306,Shelby,(937) 693-2561,iccstlc@bright.net,,Rev. Patrick Sloneker,Rev. Sean Wilson,,Terrell (Terry) Coleman,CCD Coordinator: Beth Klopfenstein 937-6,,,,,Youth Minister Coordinator: Beth Klopfen,Judy Meyer,,Sun. 9:15 a.m.; Holyday 7:30 eve,,,,,,40.4682323,-84.1256804
127,St. Leo the Great - Cincinnati,1851 Baltimore Ave.,Cincinnati,Ohio,45225,Hamilton,(513) 921-1044 ,stleocinti@aol.com,http://www.saint-leo.org,Rev. James R. Schutte,St. Leo: Sat. 6 p.m. (Spanish); Sun. 10:30 a.m; Weekday Mass: Thursday 7p.m.,39.1346317,-84.557391,St. Leo the Great - Cincinnati,1886,,2573 St. Leo Pl.,Cincinnati,45225,1851 Baltimore Ave.,Cincinnati,45225,Hamilton,(513) 921-1044 Fax: (513) 921-8048,stleocinti@aol.com,http://www.saint-leo.org,Rev. James R. Schutte,,Stephanie Sepate,,,,,,,,"Marianne Lander (513) 662-5378, Rick Nohle",Parish Nurses: Mary Beth Basch (513) 862-4398,St. Leo: Sat. 6 p.m. (Spanish); Sun. 10:30 a.m; Weekday Mass: Thursday 7p.m.,,,,,Sat. 5-5:30 p.m. or by appointment,39.1346317,-84.557391
128,St. Louis - Cincinnati,Eighth & Walnut Sts.,Cincinnati,Ohio,45202-2086,Hamilton,(513) 263-6621,sangi@catholiccincinnati.org,,Rev. Steve Angi,"Sat. 3 p.m., Sun. 10 a.m. & 11:30 a.m.; Holyday 11:30 a.m. & 12:10 p. m.; Mon - Fri, 12:10 p.m.",39.1046733,-84.5121833,St. Louis - Cincinnati,1870,,29 E. Eighth St.,Cincinnati,45202-2086,Eighth & Walnut Sts.,Cincinnati,45202-2086,Hamilton,(513) 263-6621,sangi@catholiccincinnati.org,,Rev. Steve Angi,,,,,,,,,,,,"Sat. 3 p.m., Sun. 10 a.m. & 11:30 a.m.; Holyday 11:30 a.m. & 12:10 p. m.; Mon - Fri, 12:10 p.m.",,,,,Sat. 1:30 - 2:30 p.m.,39.1046733,-84.5121833
129,St. Louis - North Star,15 Star Rd.,North Star,Ohio,45350,Darke,(419) 582-2531,,,Rev. David Zink,"Sundays 8:30 a.m., January - June; Saturdays 4:30 p.m. & Sundays 10:30 a.m. July - December",40.324745,-84.570358,St. Louis - North Star,1892,,P.O. Box 9,Osgood,45351,15 Star Rd.,North Star,45350,Darke,(419) 582-2531,,,Rev. David Zink,,,,Linda Wehrkamp,,,,,,,,"Sundays 8:30 a.m., January - June; Saturdays 4:30 p.m. & Sundays 10:30 a.m. July - December",,,,,Saturdays 9-9:30 a.m. January-June,40.324745,-84.570358
